stockCode,stockName,marketKind,sectionKind,listedDate
A072710,"농심홀딩스                                                                                          ","거래소         ","주권                                                        ",20030730
A072770,"네오디안테크놀로지                                                                                  ","코스닥         ","주권                                                        ",20070725
A072870,"메가스터디                                                                                          ","코스닥         ","주권                                                        ",20041221
A072950,"빛샘전자                                                                                            ","코스닥         ","주권                                                        ",20120321
A072990,"에이치시티                                                                                          ","코스닥         ","주권                                                        ",20161017
A073010,"케이에스피                                                                                          ","코스닥         ","주권                                                        ",20041217
A073070,"에스모                                                                                              ","코스닥         ","주권                                                        ",20040128
A073110,"엘엠에스                                                                                            ","코스닥         ","주권                                                        ",20071012
A073190,"듀오백                                                                                              ","코스닥         ","주권                                                        ",20040206
A073240,"금호타이어                                                                                          ","거래소         ","주권                                                        ",20050217
A073490,"이노와이어리스                                                                                      ","코스닥         ","주권                                                        ",20050204
A073540,"에프알텍                                                                                            ","코스닥         ","주권                                                        ",20070518
A073560,"우리손에프앤지                                                                                      ","코스닥         ","주권                                                        ",20160727
A073570,"피엠지파마                                                                                          ","코스닥         ","주권                                                        ",20040106
A073640,"삼원테크                                                                                            ","코스닥         ","주권                                                        ",20040106
A074430,"아미노로직스                                                                                        ","코스닥         ","주권                                                        ",20040604
A074600,"원익QnC                                                                                             ","코스닥         ","주권                                                        ",20031212
A074610,"나노메딕스                                                                                          ","거래소         ","주권                                                        ",20031223
A075130,"플랜티넷                                                                                            ","코스닥         ","주권                                                        ",20050610
A075180,"새론오토모티브                                                                                      ","거래소         ","주권                                                        ",20051021
A075580,"세진중공업                                                                                          ","거래소         ","주권                                                        ",20151130
A075970,"동국알앤에스                                                                                        ","코스닥         ","주권                                                        ",20040213
A076080,"웰크론한텍                                                                                          ","코스닥         ","주권                                                        ",20080718
A076610,"해성옵틱스                                                                                          ","코스닥         ","주권                                                        ",20131106
A077280,"한컴지엠디                                                                                          ","코스닥         ","주권                                                        ",20040602
A077360,"덕산하이메탈                                                                                        ","코스닥         ","주권                                                        ",20051014
A077500,"유니퀘스트                                                                                          ","거래소         ","주권                                                        ",20040805
A077970,"STX엔진                                                                                             ","거래소         ","주권                                                        ",20040510
A078000,"텔코웨어                                                                                            ","거래소         ","주권                                                        ",20040720
A078020,"이베스트투자증권                                                                                    ","코스닥         ","주권                                                        ",20070221
A078070,"유비쿼스홀딩스                                                                                      ","코스닥         ","주권                                                        ",20090123
A078130,"국일제지                                                                                            ","코스닥         ","주권                                                        ",20041022
A078140,"대봉엘에스                                                                                          ","코스닥         ","주권                                                        ",20051223
A078150,"HB테크놀러지                                                                                        ","코스닥         ","주권                                                        ",20041208
A078160,"메디포스트                                                                                          ","코스닥         ","주권                                                        ",20050729
A078340,"컴투스                                                                                              ","코스닥         ","주권                                                        ",20070706
A078350,"한양디지텍                                                                                          ","코스닥         ","주권                                                        ",20040514
A078520,"에이블씨엔씨                                                                                        ","거래소         ","주권                                                        ",20110907
A078590,"두올산업                                                                                            ","코스닥         ","주권                                                        ",20051027
A078600,"대주전자재료                                                                                        ","코스닥         ","주권                                                        ",20041210
A078650,"코렌                                                                                                ","코스닥         ","주권                                                        ",20101022
A078860,"아이오케이                                                                                          ","코스닥         ","주권                                                        ",20060627
A078890,"가온미디어                                                                                          ","코스닥         ","주권                                                        ",20050712
A078930,"GS                                                                                                  ","거래소         ","주권                                                        ",20040805
A078935,"GS우                                                                                                ","거래소         ","주권                                                        ",20040805
A078940,"일경산업개발                                                                                        ","코스닥         ","주권                                                        ",20040827
A079000,"와토스코리아                                                                                        ","코스닥         ","주권                                                        ",20051115
A079160,"CJ CGV                                                                                              ","거래소         ","주권                                                        ",20041224
A079170,"한창산업                                                                                            ","코스닥         ","주권                                                        ",20050201
A079190,"EMW                                                                                                 ","코스닥         ","주권                                                        ",20051129
A079370,"제우스                                                                                              ","코스닥         ","주권                                                        ",20060201
A079430,"현대리바트                                                                                          ","거래소         ","주권                                                        ",20051122
A079440,"오렌지라이프                                                                                        ","거래소         ","주권                                                        ",20170511
A079550,"LIG넥스원                                                                                           ","거래소         ","주권                                                        ",20151002
A079650,"서산                                                                                                ","코스닥         ","주권                                                        ",20050121
A079660,"사조해표                                                                                            ","거래소         ","주권                                                        ",20040921
A079810,"디이엔티                                                                                            ","코스닥         ","주권                                                        ",20050126
A079940,"가비아                                                                                              ","코스닥         ","주권                                                        ",20051019
A079950,"인베니아                                                                                            ","코스닥         ","주권                                                        ",20050204
A079960,"동양이엔피                                                                                          ","코스닥         ","주권                                                        ",20050201
A079970,"투비소프트                                                                                          ","코스닥         ","주권                                                        ",20100601
A079980,"휴비스                                                                                              ","거래소         ","주권                                                        ",20120223
A080000,"에스엔유                                                                                            ","코스닥         ","주권                                                        ",20050125
A080010,"이상네트웍스                                                                                        ","코스닥         ","주권                                                        ",20050930
A080160,"모두투어                                                                                            ","코스닥         ","주권                                                        ",20050726
A080220,"제주반도체                                                                                          ","코스닥         ","주권                                                        ",20050201
A080420,"모다이노칩                                                                                          ","코스닥         ","주권                                                        ",20051206
A080440,"에스제이케이                                                                                        ","코스닥         ","주권                                                        ",20050513
A080470,"성창오토텍                                                                                          ","코스닥         ","주권                                                        ",20061103
A080520,"오디텍                                                                                              ","코스닥         ","주권                                                        ",20071008
A080530,"코디                                                                                                ","코스닥         ","주권                                                        ",20100105
A080580,"오킨스전자                                                                                          ","코스닥         ","주권                                                        ",20141224
A080720,"한국유니온제약                                                                                      ","코스닥         ","주권                                                        ",20180726
A081000,"일진다이아                                                                                          ","거래소         ","주권                                                        ",20041222
A081150,"티플랙스                                                                                            ","코스닥         ","주권                                                        ",20090423
A081580,"성우전자                                                                                            ","코스닥         ","주권                                                        ",20071012
A081660,"휠라코리아                                                                                          ","거래소         ","주권                                                        ",20100928
A082210,"옵트론텍                                                                                            ","코스닥         ","주권                                                        ",20050624
A082270,"젬백스                                                                                              ","코스닥         ","주권                                                        ",20050624
A082640,"동양생명                                                                                            ","거래소         ","주권                                                        ",20091008
A082660,"삼우엠스                                                                                            ","코스닥         ","주권                                                        ",20051005
A082740,"HSD엔진                                                                                             ","거래소         ","주권                                                        ",20110104
A082800,"루미마이크로                                                                                        ","코스닥         ","주권                                                        ",20051118
A082850,"우리이티아이                                                                                        ","코스닥         ","주권                                                        ",20050729
A082920,"비츠로셀                                                                                            ","코스닥         ","주권                                                        ",20091028
A083310,"엘오티베큠                                                                                          ","코스닥         ","주권                                                        ",20051005
A083370,"동북아12호                                                                                          ","거래소         ","선박투자회사                                                ",20050829
A083380,"동북아13호                                                                                          ","거래소         ","선박투자회사                                                ",20050829
A083420,"그린케미칼                                                                                          ","거래소         ","주권                                                        ",20051020
A083450,"GST                                                                                                 ","코스닥         ","주권                                                        ",20060201
A083470,"KJ프리텍                                                                                            ","코스닥         ","주권                                                        ",20080918
A083500,"에프엔에스테크                                                                                      ","코스닥         ","주권                                                        ",20170227
A083550,"케이엠                                                                                              ","코스닥         ","주권                                                        ",20051220
A083640,"인콘                                                                                                ","코스닥         ","주권                                                        ",20051227
A083650,"비에이치아이                                                                                        ","코스닥         ","주권                                                        ",20051202
A083660,"CSA 코스믹                                                                                          ","코스닥         ","주권                                                        ",20060725
A083790,"크리스탈                                                                                            ","코스닥         ","주권                                                        ",20060106
A083930,"아바코                                                                                              ","코스닥         ","주권                                                        ",20051011
A084010,"대한제강                                                                                            ","거래소         ","주권                                                        ",20051031
A084110,"휴온스글로벌                                                                                        ","코스닥         ","주권                                                        ",20061219
A084180,"수성                                                                                                ","코스닥         ","주권                                                        ",20051216
A084370,"유진테크                                                                                            ","코스닥         ","주권                                                        ",20060117
A084650,"랩지노믹스                                                                                          ","코스닥         ","주권                                                        ",20141216
A084670,"동양고속                                                                                            ","거래소         ","주권                                                        ",20050725
A084680,"이월드                                                                                              ","거래소         ","주권                                                        ",20050726
A084690,"대상홀딩스                                                                                          ","거래소         ","주권                                                        ",20050817
A084695,"대상홀딩스우                                                                                        ","거래소         ","주권                                                        ",20050817
A084730,"팅크웨어                                                                                            ","코스닥         ","주권                                                        ",20060519
A084870,"TBH글로벌                                                                                           ","거래소         ","주권                                                        ",20051219
A084990,"바이로메드                                                                                          ","코스닥         ","주권                                                        ",20051229
A085310,"엔케이                                                                                              ","거래소         ","주권                                                        ",20080124
A085370,"루트로닉                                                                                            ","코스닥         ","주권                                                        ",20060704
A08537M,"루트로닉3우C                                                                                        ","코스닥         ","주권                                                        ",20161215
A085620,"미래에셋생명                                                                                        ","거래소         ","주권                                                        ",20150708
A085660,"차바이오텍                                                                                          ","코스닥         ","주권                                                        ",20051227
A085670,"뉴프렉스                                                                                            ","코스닥         ","주권                                                        ",20060117
A085810,"알티캐스트                                                                                          ","코스닥         ","주권                                                        ",20131206
A085910,"네오티스                                                                                            ","코스닥         ","주권                                                        ",20071001
A086040,"바이오톡스텍                                                                                        ","코스닥         ","주권                                                        ",20070921
A086060,"진바이오텍                                                                                          ","코스닥         ","주권                                                        ",20060428
A086250,"화신테크                                                                                            ","코스닥         ","주권                                                        ",20061110
A086280,"현대글로비스                                                                                        ","거래소         ","주권                                                        ",20051226
A086390,"유니테스트                                                                                          ","코스닥         ","주권                                                        ",20061205
A086450,"동국제약                                                                                            ","코스닥         ","주권                                                        ",20070529
A086520,"에코프로                                                                                            ","코스닥         ","주권                                                        ",20070720
A086670,"비엠티                                                                                              ","코스닥         ","주권                                                        ",20071102
A086790,"하나금융지주                                                                                        ","거래소         ","주권                                                        ",20051212
A086820,"바이오솔루션                                                                                        ","코스닥         ","주권                                                        ",20180820
A086890,"이수앱지스                                                                                          ","코스닥         ","주권                                                        ",20090203
A086900,"메디톡스                                                                                            ","코스닥         ","주권                                                        ",20090116
A086960,"한컴MDS                                                                                             ","코스닥         ","주권                                                        ",20060926
A086980,"쇼박스                                                                                              ","코스닥         ","주권                                                        ",20060707
A087010,"펩트론                                                                                              ","코스닥         ","주권                                                        ",20150722
A087260,"모바일어플라이언스                                                                                  ","코스닥         ","주권                                                        ",20170224
A087600,"픽셀플러스                                                                                          ","코스닥         ","주권                                                        ",20150612
A087730,"네패스신소재                                                                                        ","코스닥         ","주권                                                        ",20080404
A088130,"동아엘텍                                                                                            ","코스닥         ","주권                                                        ",20070103
A088260,"이리츠코크렙                                                                                        ","거래소         ","부동산투자회사                                              ",20180627
A088290,"이원컴포텍                                                                                          ","코스닥         ","주권                                                        ",20091201
A088350,"한화생명                                                                                            ","거래소         ","주권                                                        ",20100317
A088390,"이녹스                                                                                              ","코스닥         ","주권                                                        ",20061020
A088790,"진도                                                                                                ","거래소         ","주권                                                        ",20060328
A088800,"에이스테크                                                                                          ","코스닥         ","주권                                                        ",20060327
A088910,"동우팜투테이블                                                                                      ","코스닥         ","주권                                                        ",20060623
A088980,"맥쿼리인프라                                                                                        ","거래소         ","사회간접자본투융자회사                                      ",20060315
A089010,"켐트로닉스                                                                                          ","코스닥         ","주권                                                        ",20070117
A089030,"테크윙                                                                                              ","코스닥         ","주권                                                        ",20111110
A089140,"넥스턴                                                                                              ","코스닥         ","주권                                                        ",20061101
A089150,"케이씨티                                                                                            ","코스닥         ","주권                                                        ",20061213
A089230,"THE E&M                                                                                             ","코스닥         ","주권                                                        ",20061010
A089470,"HDC현대EP                                                                                           ","거래소         ","주권                                                        ",20060925
A089530,"에이티세미콘                                                                                        ","코스닥         ","주권                                                        ",20111111
A089590,"제주항공                                                                                            ","거래소         ","주권                                                        ",20151106
A089600,"나스미디어                                                                                          ","코스닥         ","주권                                                        ",20130717
A089790,"제이티                                                                                              ","코스닥         ","주권                                                        ",20061027
A089850,"유비벨록스                                                                                          ","코스닥         ","주권                                                        ",20100618
A089890,"코세스                                                                                              ","코스닥         ","주권                                                        ",20061108
A089970,"에이피티씨                                                                                          ","코스닥         ","주권                                                        ",20180823
A089980,"상아프론테크                                                                                        ","코스닥         ","주권                                                        ",20110721
A090080,"평화산업                                                                                            ","거래소         ","주권                                                        ",20060602
A090150,"광진윈텍                                                                                            ","코스닥         ","주권                                                        ",20061020
A090350,"노루페인트                                                                                          ","거래소         ","주권                                                        ",20060703
A090355,"노루페인트우                                                                                        ","거래소         ","주권                                                        ",20060703
A090360,"로보스타                                                                                            ","코스닥         ","주권                                                        ",20111017
A090370,"메타랩스                                                                                            ","거래소         ","주권                                                        ",20061226
A090410,"덕신하우징                                                                                          ","코스닥         ","주권                                                        ",20140801
A090430,"아모레퍼시픽                                                                                        ","거래소         ","주권                                                        ",20060629
A090435,"아모레퍼시픽우                                                                                      ","거래소         ","주권                                                        ",20060629
A090460,"비에이치                                                                                            ","코스닥         ","주권                                                        ",20070126
A090470,"제이스텍                                                                                            ","코스닥         ","주권                                                        ",20070110
A090710,"디에스티로봇                                                                                        ","코스닥         ","주권                                                        ",20061205
A090740,"연이정보통신                                                                                        ","코스닥         ","주권                                                        ",20070919
A090850,"이지웰페어                                                                                          ","코스닥         ","주권                                                        ",20131227
A091090,"세원셀론텍                                                                                          ","거래소         ","주권                                                        ",20060731
A091120,"이엠텍                                                                                              ","코스닥         ","주권                                                        ",20070502
A091160,"KODEX 반도체                                                                                        ","거래소         ","ETF                                                         ",20060627
A091170,"KODEX 은행                                                                                          ","거래소         ","ETF                                                         ",20060627
A091180,"KODEX 자동차                                                                                        ","거래소         ","ETF                                                         ",20060627
A091210,"TIGER KRX100                                                                                        ","거래소         ","ETF                                                         ",20060627
A091220,"TIGER 은행                                                                                          ","거래소         ","ETF                                                         ",20060627
A091230,"TIGER 반도체                                                                                        ","거래소         ","ETF                                                         ",20060627
A091340,"S&K폴리텍                                                                                           ","코스닥         ","주권                                                        ",20070730
A091440,"텔레필드                                                                                            ","코스닥         ","주권                                                        ",20080201
A091580,"상신이디피                                                                                          ","코스닥         ","주권                                                        ",20070523
A091590,"남화토건                                                                                            ","코스닥         ","주권                                                        ",20120131
A091700,"파트론                                                                                              ","코스닥         ","주권                                                        ",20061213
A091810,"티웨이항공                                                                                          ","거래소         ","주권                                                        ",20180801
A091970,"나노캠텍                                                                                            ","코스닥         ","주권                                                        ",20070130
A091990,"셀트리온헬스케어                                                                                    ","코스닥         ","주권                                                        ",20170728
A092040,"아미코젠                                                                                            ","코스닥         ","주권                                                        ",20130912
A092070,"디엔에프                                                                                            ","코스닥         ","주권                                                        ",20071116
A092130,"이크레더블                                                                                          ","코스닥         ","주권                                                        ",20081024
A092200,"디아이씨                                                                                            ","거래소         ","주권                                                        ",20071018
A092220,"KEC                                                                                                 ","거래소         ","주권                                                        ",20061016
A092230,"KPX홀딩스                                                                                           ","거래소         ","주권                                                        ",20061012
A092300,"현우산업                                                                                            ","코스닥         ","주권                                                        ",20071024
A092440,"기신정기                                                                                            ","거래소         ","주권                                                        ",20071030
A092460,"한라IMS                                                                                             ","코스닥         ","주권                                                        ",20070522
A092600,"넥스트칩                                                                                            ","코스닥         ","주권                                                        ",20070626
A092730,"네오팜                                                                                              ","코스닥         ","주권                                                        ",20070130
A092780,"동양피스톤                                                                                          ","거래소         ","주권                                                        ",20171208
A092870,"엑시콘                                                                                              ","코스닥         ","주권                                                        ",20151022
A093050,"LF                                                                                                  ","거래소         ","주권                                                        ",20061201
A093190,"빅솔론                                                                                              ","코스닥         ","주권                                                        ",20070820
A093230,"이아이디                                                                                            ","거래소         ","주권                                                        ",20071101
A093240,"형지엘리트                                                                                          ","거래소         ","주권                                                        ",20090928
A093320,"케이아이엔엑스                                                                                      ","코스닥         ","주권                                                        ",20110208
A093370,"후성                                                                                                ","거래소         ","주권                                                        ",20061222
A093380,"풍강                                                                                                ","코스닥         ","주권                                                        ",20070601
A093520,"매커스                                                                                              ","코스닥         ","주권                                                        ",20070212
A093640,"다믈멀티미디어                                                                                      ","코스닥         ","주권                                                        ",20071019
A093920,"서원인텍                                                                                            ","코스닥         ","주권                                                        ",20071220
A094170,"동운아나텍                                                                                          ","코스닥         ","주권                                                        ",20150630
